idx,symbol,datetime,date,setup_type,direction,score,rank_score,reasons,rsi,trend_strength,vol_z,body_pct,hour,dow,sweep_count_20,bsl_dist_atr,ssl_dist_atr,is_bsl_swept,is_ssl_swept,ob_remaining,selection_policy
7976,UNKNOWN,2025-08-23 13:45:00,2025-08-23,FVG_TOUCH,Short,67.9911,67.9911,bearish_fvg_touch,15.2233,-1.5139,-0.0847,0.2887,13,5,2,5.9196,0.7431,False,False,0.1115,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
8095,UNKNOWN,2025-08-24 19:30:00,2025-08-24,WEAK_BOS,Short,66.0,66.0,break_low,28.7874,-0.3362,9.6287,0.3911,19,6,0,3.5718,-2.2521,False,True,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
8193,UNKNOWN,2025-08-25 20:00:00,2025-08-25,WEAK_BOS,Short,63.7291,63.7291,break_low,13.3064,-0.4148,7.0126,0.5438,20,0,0,6.2102,-1.2882,False,True,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
8211,UNKNOWN,2025-08-26 00:30:00,2025-08-26,FVG_TOUCH,Short,66.4041,66.4041,bearish_fvg_touch,45.6454,-1.6629,0.4486,0.6336,0,1,1,6.3014,-0.1414,False,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
8361,UNKNOWN,2025-08-27 14:00:00,2025-08-27,FVG_TOUCH,Long,64.7056,64.7056,bullish_fvg_touch,64.2369,0.3218,0.636,0.3432,14,2,4,0.8298,3.1036,False,False,0.789,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
8386,UNKNOWN,2025-08-27 20:15:00,2025-08-27,LIQUIDITY_SWEEP,Long,92.087,92.087,sweep_low;reclaim,49.2753,0.6801,6.9557,0.1062,20,2,2,1.2935,1.4286,False,False,0.5248,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
8416,UNKNOWN,2025-08-28 03:45:00,2025-08-28,FVG_TOUCH,Long,63.1003,63.1003,bullish_fvg_touch,80.75,0.1166,-0.5982,0.417,3,3,0,0.0754,4.8161,False,False,0.9846,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
8504,UNKNOWN,2025-08-29 01:45:00,2025-08-29,FVG_TOUCH,Short,68.1128,68.1128,bearish_fvg_touch,25.8932,-0.8015,-0.0828,0.6002,1,4,2,4.6606,0.3008,False,False,0.0606,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
8661,UNKNOWN,2025-08-30 17:00:00,2025-08-30,FVG_TOUCH,Long,64.7031,64.7031,bullish_fvg_touch,69.7631,0.6769,-0.5902,0.5889,17,5,0,0.3705,4.6379,False,False,0.926,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
8692,UNKNOWN,2025-08-31 00:45:00,2025-08-31,WEAK_BOS,Long,64.2217,64.2217,break_high,86.5058,0.8483,3.9189,0.7063,0,6,3,-1.3906,7.9631,True,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
8871,UNKNOWN,2025-09-01 21:30:00,2025-09-01,WEAK_BOS,Short,64.1106,64.1106,break_low,23.9893,-0.2319,2.7834,0.8041,21,0,2,5.6706,-1.6559,False,True,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
8963,UNKNOWN,2025-09-02 20:30:00,2025-09-02,FVG_TOUCH,Long,69.9503,69.9503,bullish_fvg_touch,67.4386,0.8459,-0.3954,0.1029,20,1,2,0.1888,3.4139,False,False,0.9476,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
9058,UNKNOWN,2025-09-03 20:15:00,2025-09-03,FVG_TOUCH,Long,65.2148,65.2148,bullish_fvg_touch,56.0624,0.9892,-0.6002,0.2287,20,2,0,1.772,1.7551,False,False,0.4976,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
9164,UNKNOWN,2025-09-04 22:45:00,2025-09-04,FVG_TOUCH,Long,71.5153,71.5153,bullish_fvg_touch,82.7828,0.2284,2.8841,0.8541,22,3,1,-2.0436,7.2797,True,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
9197,UNKNOWN,2025-09-05 07:00:00,2025-09-05,WEAK_BOS,Long,66.0,66.0,break_high,82.9675,1.983,5.2206,0.6271,7,4,0,-2.1098,6.518,True,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
9328,UNKNOWN,2025-09-06 15:45:00,2025-09-06,WEAK_BOS,Short,64.2416,64.2416,break_low,25.0415,-0.5858,2.8277,0.8584,15,5,0,5.6667,-1.8763,False,True,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
9424,UNKNOWN,2025-09-07 15:45:00,2025-09-07,FVG_TOUCH,Long,68.5155,68.5155,bullish_fvg_touch,62.6323,1.4827,-0.3838,0.0771,15,6,1,0.7701,2.2441,False,False,0.7445,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
9511,UNKNOWN,2025-09-08 13:30:00,2025-09-08,FVG_TOUCH,Long,68.328,68.328,bullish_fvg_touch,58.7979,1.5451,2.7315,0.0117,13,0,0,0.7764,3.257,False,False,0.8075,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
9577,UNKNOWN,2025-09-09 06:00:00,2025-09-09,WEAK_BOS,Long,65.566,65.566,break_high,86.848,0.0303,3.7107,0.7868,6,1,0,-1.8474,6.8378,True,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
9699,UNKNOWN,2025-09-10 12:30:00,2025-09-10,WEAK_BOS,Long,65.9924,65.9924,break_high,80.4064,1.3232,6.9885,0.6746,12,2,0,-1.6654,5.0871,True,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
9800,UNKNOWN,2025-09-11 13:45:00,2025-09-11,ORDERBLOCK_REACTION,Long,70.6028,70.6028,impulse_pullback_zone,60.7996,0.117,3.4045,0.7557,13,3,5,-0.2057,3.2826,False,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
9842,UNKNOWN,2025-09-12 00:15:00,2025-09-12,FVG_TOUCH,Long,66.5375,66.5375,bullish_fvg_touch,92.1676,1.8628,1.2538,0.5926,0,4,1,-0.5125,7.8807,False,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
9994,UNKNOWN,2025-09-13 14:15:00,2025-09-13,TREND_PULLBACK,Long,70.1368,70.1368,ema20_pullback;trend_stack,48.4498,0.0881,0.6404,0.7637,14,5,0,2.4168,2.6611,False,False,0.5241,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
10069,UNKNOWN,2025-09-14 09:00:00,2025-09-14,FVG_TOUCH,Long,64.5715,64.5715,bullish_fvg_touch,60.8527,0.1984,-0.2851,0.2723,9,6,3,0.3843,6.3709,False,False,0.9431,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
10139,UNKNOWN,2025-09-15 02:30:00,2025-09-15,FVG_TOUCH,Long,60.9654,60.9654,bullish_fvg_touch,45.0133,-0.6089,-0.5215,0.3048,2,0,2,3.1203,2.7478,False,False,0.4683,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
10280,UNKNOWN,2025-09-16 13:45:00,2025-09-16,LIQUIDITY_SWEEP,Long,89.9919,89.9919,sweep_low;reclaim,37.6273,-0.1623,6.6327,0.2108,13,1,2,2.6311,0.7512,False,False,0.2221,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
10290,UNKNOWN,2025-09-16 16:15:00,2025-09-16,FVG_TOUCH,Long,71.8366,71.8366,bullish_fvg_touch,58.536,0.0229,0.5393,0.3236,16,1,0,0.5059,3.6281,False,False,0.8776,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
10387,UNKNOWN,2025-09-17 16:30:00,2025-09-17,FVG_TOUCH,Short,64.557,64.557,bearish_fvg_touch,36.0657,-1.0939,0.2548,0.8652,16,2,3,3.9105,0.2963,False,False,0.0704,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
10394,UNKNOWN,2025-09-17 18:15:00,2025-09-17,LIQUIDITY_SWEEP,Long,92.0,92.0,sweep_low;reclaim,56.4567,-0.6899,4.4729,0.4442,18,2,1,0.9899,1.4861,False,False,0.6002,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
10491,UNKNOWN,2025-09-18 18:30:00,2025-09-18,FVG_TOUCH,Long,67.735,67.735,bullish_fvg_touch,64.2411,1.0073,-0.5662,0.0325,18,3,0,0.5826,3.859,False,False,0.8688,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
10573,UNKNOWN,2025-09-19 15:00:00,2025-09-19,WEAK_BOS,Short,62.6747,62.6747,break_low,20.7117,-1.3757,4.2676,0.8469,15,4,3,4.4901,-1.1125,False,True,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
10696,UNKNOWN,2025-09-20 21:45:00,2025-09-20,TREND_PULLBACK,Short,66.7949,66.7949,ema20_pullback;trend_stack,49.098,-0.153,-0.6746,0.7695,21,5,1,4.3369,1.4545,False,False,0.2511,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
10799,UNKNOWN,2025-09-21 23:30:00,2025-09-21,FVG_TOUCH,Short,70.7393,70.7393,bearish_fvg_touch,45.1963,-0.5292,-0.2831,0.3721,23,6,1,2.1971,0.5272,False,False,0.1935,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
10861,UNKNOWN,2025-09-22 15:00:00,2025-09-22,FVG_TOUCH,Short,65.6687,65.6687,bearish_fvg_touch,53.578,-1.1234,-0.0988,0.2698,15,0,1,1.8904,2.0133,False,False,0.5157,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
10912,UNKNOWN,2025-09-23 03:45:00,2025-09-23,FVG_TOUCH,Long,67.2653,67.2653,bullish_fvg_touch,41.7171,-0.7617,-0.1332,0.4114,3,1,2,1.7918,3.0962,False,False,0.6334,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
11004,UNKNOWN,2025-09-24 02:45:00,2025-09-24,TREND_PULLBACK,Short,67.0194,67.0194,ema20_pullback;trend_stack,57.6965,-0.3007,3.4307,0.3092,2,2,2,1.8538,1.3997,False,False,0.4302,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
11133,UNKNOWN,2025-09-25 11:00:00,2025-09-25,FVG_TOUCH,Short,63.1798,63.1798,bearish_fvg_touch,43.2197,-1.7228,-0.0793,0.3676,11,3,3,3.2862,0.5276,False,False,0.1383,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
11242,UNKNOWN,2025-09-26 14:15:00,2025-09-26,TREND_PULLBACK,Short,63.5805,63.5805,ema20_pullback;trend_stack,53.3482,-0.2971,0.4769,0.4257,14,4,0,1.846,1.2459,False,False,0.403,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
11349,UNKNOWN,2025-09-27 17:00:00,2025-09-27,TREND_PULLBACK,Short,63.7234,63.7234,ema20_pullback;trend_stack,46.2889,-0.2877,-0.1056,0.5692,17,5,0,1.7777,1.3659,False,False,0.4345,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
11465,UNKNOWN,2025-09-28 22:00:00,2025-09-28,WEAK_BOS,Long,66.0,66.0,break_high,78.3679,2.013,6.8995,0.8924,22,6,0,-2.6163,7.0367,True,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
11553,UNKNOWN,2025-09-29 20:00:00,2025-09-29,FVG_TOUCH,Long,66.223,66.223,bullish_fvg_touch,77.3623,2.7854,0.0807,0.3574,20,0,1,0.1669,3.8566,False,False,0.9585,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
11607,UNKNOWN,2025-09-30 09:30:00,2025-09-30,FVG_TOUCH,Short,67.1384,67.1384,bearish_fvg_touch,18.0412,-0.8328,0.9146,0.6586,9,1,0,6.3229,-1.1252,False,True,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
11723,UNKNOWN,2025-10-01 14:30:00,2025-10-01,FVG_TOUCH,Long,67.8055,67.8055,bullish_fvg_touch,72.0403,2.7304,-0.0284,0.4766,14,2,2,0.4788,3.9952,False,False,0.893,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
11761,UNKNOWN,2025-10-02 00:00:00,2025-10-02,WEAK_BOS,Long,64.6446,64.6446,break_high,83.7615,1.9702,3.5926,0.6271,0,3,6,-1.5426,6.3748,True,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
11941,UNKNOWN,2025-10-03 21:00:00,2025-10-03,FVG_TOUCH,Long,65.1685,65.1685,bullish_fvg_touch,47.5728,1.4643,-0.4452,0.0073,21,4,0,3.308,2.1597,False,False,0.395,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
11970,UNKNOWN,2025-10-04 04:15:00,2025-10-04,FVG_TOUCH,Long,68.5125,68.5125,bullish_fvg_touch,61.5321,0.7836,-0.1447,0.3883,4,5,0,0.0593,3.8555,False,False,0.9849,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
12058,UNKNOWN,2025-10-05 02:15:00,2025-10-05,WEAK_BOS,Long,66.0,66.0,break_high,67.4154,0.8804,5.9833,0.9007,2,6,0,-2.961,5.2131,True,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
12116,UNKNOWN,2025-10-05 16:45:00,2025-10-05,LIQUIDITY_SWEEP,Long,88.9453,88.9453,sweep_low;reclaim,49.0226,-0.6277,1.8853,0.2109,16,6,1,1.0262,2.1596,False,False,0.6779,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
12230,UNKNOWN,2025-10-06 21:15:00,2025-10-06,ENHANCED_BUY,Long,71.3177,71.3177,demand_zone;stoch_cross_up;volume_spike;above_vwap,39.7662,0.9323,2.1309,0.477,21,0,2,4.001,-0.1251,False,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
12297,UNKNOWN,2025-10-07 14:00:00,2025-10-07,FVG_TOUCH,Short,79.0,79.0,bearish_fvg_touch,28.1049,-0.2772,5.0856,0.8322,14,1,0,5.7737,-1.2653,False,True,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
12403,UNKNOWN,2025-10-08 16:30:00,2025-10-08,FVG_TOUCH,Long,66.3115,66.3115,bullish_fvg_touch,50.9434,0.2794,-0.81,0.183,16,2,1,1.2391,1.9939,False,False,0.6167,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
12483,UNKNOWN,2025-10-09 12:30:00,2025-10-09,FVG_TOUCH,Long,70.1815,70.1815,bullish_fvg_touch,87.2614,0.296,2.5941,0.6085,12,3,2,-1.2064,7.4306,True,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
12570,UNKNOWN,2025-10-10 10:15:00,2025-10-10,FVG_TOUCH,Short,70.3278,70.3278,bearish_fvg_touch,48.8972,-0.043,-0.6759,0.0538,10,4,0,1.9882,1.9782,False,False,0.4987,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
12708,UNKNOWN,2025-10-11 20:45:00,2025-10-11,FVG_TOUCH,Short,65.038,65.038,bearish_fvg_touch,8.5541,-1.2226,0.1008,0.0873,20,5,1,4.6975,-0.155,False,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
12787,UNKNOWN,2025-10-12 16:30:00,2025-10-12,FVG_TOUCH,Long,66.1242,66.1242,bullish_fvg_touch,70.9067,0.8244,0.9399,0.6471,16,6,3,0.1012,4.2832,False,False,0.9769,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
12911,UNKNOWN,2025-10-13 23:30:00,2025-10-13,ENHANCED_BUY,Long,71.3649,71.3649,demand_zone;stoch_cross_up;volume_spike;above_vwap,32.8981,1.3233,-0.2457,0.5198,23,0,0,3.5992,1.1768,False,False,0.2464,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
12926,UNKNOWN,2025-10-14 03:15:00,2025-10-14,FVG_TOUCH,Short,67.2979,67.2979,bearish_fvg_touch,2.9683,-1.1206,0.9895,0.4506,3,1,2,8.0867,0.188,False,False,0.0227,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
13056,UNKNOWN,2025-10-15 11:45:00,2025-10-15,FVG_TOUCH,Short,65.6358,65.6358,bearish_fvg_touch,12.1662,-0.3133,-0.6885,0.8385,11,2,2,4.5724,0.6562,False,False,0.1255,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
13143,UNKNOWN,2025-10-16 09:30:00,2025-10-16,LIQUIDITY_SWEEP,Long,92.0,92.0,sweep_low;reclaim,54.7463,-0.2655,7.2425,0.2809,9,3,1,1.1191,1.8559,False,False,0.6238,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
13170,UNKNOWN,2025-10-16 16:15:00,2025-10-16,FVG_TOUCH,Short,66.9038,66.9038,bearish_fvg_touch,22.7727,-0.7154,2.3375,0.4681,16,3,2,4.9811,-0.0411,False,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
13235,UNKNOWN,2025-10-17 08:30:00,2025-10-17,FVG_TOUCH,Short,65.4606,65.4606,bearish_fvg_touch,2.9429,-1.717,1.1666,0.13,8,4,2,7.3091,1.1221,False,False,0.1331,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
13312,UNKNOWN,2025-10-18 03:45:00,2025-10-18,FVG_TOUCH,Long,65.78,65.78,bullish_fvg_touch,58.4894,0.4417,-0.5893,0.603,3,5,0,0.8945,3.0014,False,False,0.7704,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
13425,UNKNOWN,2025-10-19 08:00:00,2025-10-19,TREND_PULLBACK,Short,60.5933,60.5933,ema20_pullback;trend_stack,32.8053,-0.3349,-0.1631,0.3981,8,6,2,3.7997,1.9501,False,False,0.3392,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
13504,UNKNOWN,2025-10-20 03:45:00,2025-10-20,WEAK_BOS,Long,65.9075,65.9075,break_high,94.2733,0.3853,3.9384,0.7373,3,0,0,-1.8014,5.9794,True,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
13666,UNKNOWN,2025-10-21 20:15:00,2025-10-21,ENHANCED_BUY,Long,71.8564,71.8564,demand_zone;stoch_cross_up;volume_spike;above_vwap,24.9993,1.5582,0.7443,0.56,20,1,0,6.0146,-0.6509,False,True,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
13742,UNKNOWN,2025-10-22 15:15:00,2025-10-22,TREND_PULLBACK,Short,63.1801,63.1801,ema20_pullback;trend_stack,53.3958,-0.2304,0.5104,0.7699,15,2,0,1.9275,2.2027,False,False,0.5333,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
13802,UNKNOWN,2025-10-23 06:15:00,2025-10-23,WEAK_BOS,Long,64.8823,64.8823,break_high,74.8666,1.1421,3.2549,0.7084,6,3,0,-2.5024,6.0626,True,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
13875,UNKNOWN,2025-10-24 00:30:00,2025-10-24,FVG_TOUCH,Long,64.385,64.385,bullish_fvg_touch,73.2639,0.7472,-0.2648,0.5295,0,4,5,0.6435,4.4094,False,False,0.8727,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
14061,UNKNOWN,2025-10-25 23:00:00,2025-10-25,FVG_TOUCH,Long,68.2501,68.2501,bullish_fvg_touch,50.5979,0.2973,-0.4009,0.2085,23,5,2,0.8646,3.208,False,False,0.7877,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
14102,UNKNOWN,2025-10-26 09:15:00,2025-10-26,WEAK_BOS,Long,66.0,66.0,break_high,85.5398,0.7798,8.3885,0.8813,9,6,0,-5.395,8.9343,True,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
14225,UNKNOWN,2025-10-27 16:00:00,2025-10-27,TREND_PULLBACK,Long,63.7185,63.7185,ema20_pullback;trend_stack,53.8704,0.068,0.1796,0.5824,16,0,3,0.7696,2.0796,False,False,0.7299,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
14316,UNKNOWN,2025-10-28 14:45:00,2025-10-28,ORDERBLOCK_REACTION,Long,68.4595,68.4595,impulse_pullback_zone,57.378,0.6221,4.8282,0.2734,14,1,0,2.3536,2.1043,False,False,0.472,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
14407,UNKNOWN,2025-10-29 13:30:00,2025-10-29,TREND_PULLBACK,Short,70.5314,70.5314,ema20_pullback;trend_stack,52.3213,-0.0126,1.0042,0.7469,13,2,1,2.2859,1.0808,False,False,0.321,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
14487,UNKNOWN,2025-10-30 09:30:00,2025-10-30,FVG_TOUCH,Short,66.6895,66.6895,bearish_fvg_touch,50.1311,-0.3343,-0.4706,0.5352,9,3,0,3.7146,6.007,False,False,0.6179,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
14625,UNKNOWN,2025-10-31 20:00:00,2025-10-31,TREND_PULLBACK,Long,60.9134,60.9134,ema20_pullback;trend_stack,51.2717,0.0292,-0.4781,0.1518,20,4,0,3.0459,2.3953,False,False,0.4402,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
14646,UNKNOWN,2025-11-01 01:15:00,2025-11-01,FVG_TOUCH,Long,67.4973,67.4973,bullish_fvg_touch,66.9913,0.0641,-0.8888,0.7178,1,5,1,-0.3253,3.893,False,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
14746,UNKNOWN,2025-11-02 02:15:00,2025-11-02,FVG_TOUCH,Short,63.5189,63.5189,bearish_fvg_touch,42.2499,-0.3314,-0.6672,0.1406,2,6,0,3.2102,1.261,False,False,0.282,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
14845,UNKNOWN,2025-11-03 03:00:00,2025-11-03,FVG_TOUCH,Short,70.843,70.843,bearish_fvg_touch,16.4276,-0.8093,4.5341,0.8223,3,0,0,6.0026,-0.9909,False,True,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
14952,UNKNOWN,2025-11-04 05:45:00,2025-11-04,WEAK_BOS,Short,63.6114,63.6114,break_low,17.3196,-0.7805,2.7595,0.8055,5,1,1,6.8547,-1.5787,False,True,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
15060,UNKNOWN,2025-11-05 08:45:00,2025-11-05,TREND_PULLBACK,Short,61.6731,61.6731,ema20_pullback;trend_stack,45.806,-0.0242,-0.3117,0.2921,8,2,0,1.7934,1.3798,False,False,0.4348,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
15187,UNKNOWN,2025-11-06 16:30:00,2025-11-06,WEAK_BOS,Short,64.2749,64.2749,break_low,24.9267,-0.6723,6.3431,0.7909,16,3,2,4.4213,-1.3791,False,True,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
15288,UNKNOWN,2025-11-07 17:45:00,2025-11-07,FVG_TOUCH,Long,67.5777,67.5777,bullish_fvg_touch,72.1428,0.1464,0.2056,0.461,17,4,4,0.458,4.3333,False,False,0.9044,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
15359,UNKNOWN,2025-11-08 11:30:00,2025-11-08,ORDERBLOCK_REACTION,Short,67.896,67.896,impulse_pullback_zone,42.0805,-0.3124,0.1889,0.8682,11,5,5,2.9688,0.5563,False,False,0.1578,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
15486,UNKNOWN,2025-11-09 19:15:00,2025-11-09,FVG_TOUCH,Long,71.2695,71.2695,bullish_fvg_touch,66.7085,1.7405,0.8268,0.8178,19,6,4,-0.1527,5.0766,False,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
15541,UNKNOWN,2025-11-10 09:00:00,2025-11-10,FVG_TOUCH,Short,62.6596,62.6596,bearish_fvg_touch,43.9268,2.2436,-0.4514,0.1195,9,0,3,2.7168,0.473,False,False,0.1483,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
15606,UNKNOWN,2025-11-11 01:15:00,2025-11-11,WEAK_BOS,Long,63.4886,63.4886,break_high,72.4963,0.3253,5.7639,0.416,1,1,1,-1.2481,3.8463,True,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
15733,UNKNOWN,2025-11-12 09:00:00,2025-11-12,WEAK_BOS,Long,65.5198,65.5198,break_high,77.3939,0.4483,3.6798,0.8292,9,2,0,-1.914,6.132,True,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
15854,UNKNOWN,2025-11-13 15:15:00,2025-11-13,TREND_PULLBACK,Short,64.6147,64.6147,ema20_pullback;trend_stack,40.3091,-0.0976,0.9401,0.6926,15,3,0,2.1944,0.7719,False,False,0.2602,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
