idx,symbol,datetime,date,setup_type,direction,score,rank_score,reasons,rsi,trend_strength,vol_z,body_pct,hour,dow,sweep_count_20,bsl_dist_atr,ssl_dist_atr,is_bsl_swept,is_ssl_swept,ob_remaining,selection_policy,opened_at,closed_at,entry_mode,entry,sl,tp1,tp2,tp3,exit_price,exit_reason,raw_pnl_r,cost_r,pnl_r,bars_held,exit_i,tp1_real_touch,tp2_real_touch,tp3_real_touch,v56_production,exit_policy
8692,UNKNOWN,2025-08-31 00:45:00,2025-08-31,WEAK_BOS,Long,64.2217,64.2217,break_high,86.5058,0.8483,3.9189,0.7063,0,6,3,-1.3906,7.9631,True,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-08-31 01:00:00,2025-08-31 04:00:00,NEXT_BAR_OPEN_REALISTIC,109339.9,109066.55025,109572.2472875,109736.2571375,109941.26945,109066.55025,SL,-1.0,0.07,-1.07,12,8705,False,False,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
8871,UNKNOWN,2025-09-01 21:30:00,2025-09-01,WEAK_BOS,Short,64.1106,64.1106,break_low,23.9893,-0.2319,2.7834,0.8041,21,0,2,5.6706,-1.6559,False,True,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-09-01 21:45:00,2025-09-01 22:00:00,NEXT_BAR_OPEN_REALISTIC,107535.0,107846.00714286,107270.64392857,107084.03964286,106850.78428571,107846.00714286,SL,-1.0,0.07,-1.07,1,8873,False,False,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
8963,UNKNOWN,2025-09-02 20:30:00,2025-09-02,FVG_TOUCH,Long,69.9503,69.9503,bullish_fvg_touch,67.4386,0.8459,-0.3954,0.1029,20,1,2,0.1888,3.4139,False,False,0.9476,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-09-02 20:45:00,2025-09-02 22:00:00,NEXT_BAR_OPEN_REALISTIC,111238.0,110910.07142857,111516.73928571,111713.49642857,111959.44285714,110910.07142857,SL,-1.0,0.07,-1.07,5,8969,False,False,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
9058,UNKNOWN,2025-09-03 20:15:00,2025-09-03,FVG_TOUCH,Long,65.2148,65.2148,bullish_fvg_touch,56.0624,0.9892,-0.6002,0.2287,20,2,0,1.772,1.7551,False,False,0.4976,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-09-03 20:30:00,2025-09-03 21:30:00,NEXT_BAR_OPEN_REALISTIC,112081.4,111801.1965,112319.572975,112487.695075,112697.8477,111801.1965,SL,-1.0,0.07,-1.07,4,9063,False,False,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
9164,UNKNOWN,2025-09-04 22:45:00,2025-09-04,FVG_TOUCH,Long,71.5153,71.5153,bullish_fvg_touch,82.7828,0.2284,2.8841,0.8541,22,3,1,-2.0436,7.2797,True,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-09-04 23:00:00,2025-09-04 23:15:00,NEXT_BAR_OPEN_REALISTIC,111454.9,111454.9,111691.7416625,111858.9240125,112067.90195,111454.9,BE_AFTER_TP1,0.2975,0.07,0.2275,1,9166,True,False,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
9197,UNKNOWN,2025-09-05 07:00:00,2025-09-05,WEAK_BOS,Long,66.0,66.0,break_high,82.9675,1.983,5.2206,0.6271,7,4,0,-2.1098,6.518,True,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-09-05 07:15:00,2025-09-05 07:45:00,NEXT_BAR_OPEN_REALISTIC,112299.9,112370.0874375,112538.5372875,112706.9871375,112917.54945,112917.54945,TP3,1.465,0.07,1.395,2,9200,True,True,True,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
9328,UNKNOWN,2025-09-06 15:45:00,2025-09-06,WEAK_BOS,Short,64.2416,64.2416,break_low,25.0415,-0.5858,2.8277,0.8584,15,5,0,5.6667,-1.8763,False,True,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-09-06 16:00:00,2025-09-06 22:00:00,NEXT_BAR_OPEN_REALISTIC,110324.2,110255.2474375,110089.7612875,109924.2751375,109717.41745,110155.1,TIME_EXIT,0.9889,0.07,0.9189,24,9353,True,True,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
9424,UNKNOWN,2025-09-07 15:45:00,2025-09-07,FVG_TOUCH,Long,68.5155,68.5155,bullish_fvg_touch,62.6323,1.4827,-0.3838,0.0771,15,6,1,0.7701,2.2441,False,False,0.7445,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-09-07 16:00:00,2025-09-07 17:15:00,NEXT_BAR_OPEN_REALISTIC,111276.2,110998.0095,111512.661925,111679.576225,111888.2191,110998.0095,SL,-1.0,0.07,-1.07,5,9430,False,False,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
9511,UNKNOWN,2025-09-08 13:30:00,2025-09-08,FVG_TOUCH,Long,68.328,68.328,bullish_fvg_touch,58.7979,1.5451,2.7315,0.0117,13,0,0,0.7764,3.257,False,False,0.8075,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-09-08 13:45:00,2025-09-08 13:45:00,NEXT_BAR_OPEN_REALISTIC,112163.2,111882.792,112401.5468,112569.7916,112780.0976,111882.792,SL,-1.0,0.07,-1.07,0,9512,False,False,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
9577,UNKNOWN,2025-09-09 06:00:00,2025-09-09,WEAK_BOS,Long,65.566,65.566,break_high,86.848,0.0303,3.7107,0.7868,6,1,0,-1.8474,6.8378,True,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-09-09 06:15:00,2025-09-09 07:45:00,NEXT_BAR_OPEN_REALISTIC,112650.0,112720.4063125,112889.3814625,113058.3566125,113269.57555,112720.4063125,BE_AFTER_TP1,0.805,0.07,0.735,6,9584,True,True,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
9699,UNKNOWN,2025-09-10 12:30:00,2025-09-10,WEAK_BOS,Long,65.9924,65.9924,break_high,80.4064,1.3232,6.9885,0.6746,12,2,0,-1.6654,5.0871,True,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-09-10 12:45:00,2025-09-10 12:45:00,NEXT_BAR_OPEN_REALISTIC,113224.0,112940.94,113464.601,113634.437,113846.732,112940.94,SL,-1.0,0.07,-1.07,0,9700,False,False,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
9800,UNKNOWN,2025-09-11 13:45:00,2025-09-11,ORDERBLOCK_REACTION,Long,70.6028,70.6028,impulse_pullback_zone,60.7996,0.117,3.4045,0.7557,13,3,5,-0.2057,3.2826,False,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-09-11 14:00:00,2025-09-11 14:00:00,NEXT_BAR_OPEN_REALISTIC,114578.2,114201.42142857,114898.46178571,115124.52892857,115407.11285714,114201.42142857,SL,-1.0,0.07,-1.07,0,9801,False,False,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
9842,UNKNOWN,2025-09-12 00:15:00,2025-09-12,FVG_TOUCH,Long,66.5375,66.5375,bullish_fvg_touch,92.1676,1.8628,1.2538,0.5926,0,4,1,-0.5125,7.8807,False,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-09-12 00:30:00,2025-09-12 01:00:00,NEXT_BAR_OPEN_REALISTIC,115741.7,115814.038625,115987.651325,116161.264025,116378.2799,115814.038625,BE_AFTER_TP1,0.805,0.07,0.735,2,9845,True,True,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
9994,UNKNOWN,2025-09-13 14:15:00,2025-09-13,TREND_PULLBACK,Long,70.1368,70.1368,ema20_pullback;trend_stack,48.4498,0.0881,0.6404,0.7637,14,5,0,2.4168,2.6611,False,False,0.5241,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-09-13 14:30:00,2025-09-13 15:30:00,NEXT_BAR_OPEN_REALISTIC,115850.0,115560.375,116096.18125,116269.95625,116487.175,115560.375,SL,-1.0,0.07,-1.07,4,9999,False,False,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
10069,UNKNOWN,2025-09-14 09:00:00,2025-09-14,FVG_TOUCH,Long,64.5715,64.5715,bullish_fvg_touch,60.8527,0.1984,-0.2851,0.2723,9,6,3,0.3843,6.3709,False,False,0.9431,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-09-14 09:15:00,2025-09-14 12:45:00,NEXT_BAR_OPEN_REALISTIC,115908.4,115618.629,116154.70535,116328.56795,116545.8962,115618.629,SL,-1.0,0.07,-1.07,14,10084,False,False,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
10139,UNKNOWN,2025-09-15 02:30:00,2025-09-15,FVG_TOUCH,Long,60.9654,60.9654,bullish_fvg_touch,45.0133,-0.6089,-0.5215,0.3048,2,0,2,3.1203,2.7478,False,False,0.4683,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-09-15 02:45:00,2025-09-15 04:15:00,NEXT_BAR_OPEN_REALISTIC,115373.0,115445.1081875,115618.1678375,115791.2274875,116007.55205,116007.55205,TP3,1.465,0.07,1.395,6,10146,True,True,True,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
10280,UNKNOWN,2025-09-16 13:45:00,2025-09-16,LIQUIDITY_SWEEP,Long,89.9919,89.9919,sweep_low;reclaim,37.6273,-0.1623,6.6327,0.2108,13,1,2,2.6311,0.7512,False,False,0.2221,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-09-16 14:00:00,2025-09-16 14:00:00,NEXT_BAR_OPEN_REALISTIC,115154.5,114866.6135,115399.203525,115571.935425,115787.8503,114866.6135,SL,-1.0,0.07,-1.07,0,10281,False,False,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
10290,UNKNOWN,2025-09-16 16:15:00,2025-09-16,FVG_TOUCH,Long,71.8366,71.8366,bullish_fvg_touch,58.536,0.0229,0.5393,0.3236,16,1,0,0.5059,3.6281,False,False,0.8776,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-09-16 16:30:00,2025-09-16 17:00:00,NEXT_BAR_OPEN_REALISTIC,115819.9,115903.95892857,116105.70035714,116307.44178571,116559.61857143,116559.61857143,TP3,1.465,0.07,1.395,2,10293,True,True,True,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
10387,UNKNOWN,2025-09-17 16:30:00,2025-09-17,FVG_TOUCH,Short,64.557,64.557,bearish_fvg_touch,36.0657,-1.0939,0.2548,0.8652,16,2,3,3.9105,0.2963,False,False,0.0704,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-09-17 16:45:00,2025-09-17 17:00:00,NEXT_BAR_OPEN_REALISTIC,115421.2,115709.753,115175.92995,115002.79815,114786.3834,115709.753,SL,-1.0,0.07,-1.07,1,10389,False,False,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
10394,UNKNOWN,2025-09-17 18:15:00,2025-09-17,LIQUIDITY_SWEEP,Long,92.0,92.0,sweep_low;reclaim,56.4567,-0.6899,4.4729,0.4442,18,2,1,0.9899,1.4861,False,False,0.6002,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-09-17 18:30:00,2025-09-17 18:30:00,NEXT_BAR_OPEN_REALISTIC,115920.0,115519.96428571,116260.03035714,116500.05178571,116800.07857143,115519.96428571,SL,-1.0,0.07,-1.07,0,10395,False,False,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
10491,UNKNOWN,2025-09-18 18:30:00,2025-09-18,FVG_TOUCH,Long,67.735,67.735,bullish_fvg_touch,64.2411,1.0073,-0.5662,0.0325,18,3,0,0.5826,3.859,False,False,0.8688,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-09-18 18:45:00,2025-09-18 19:15:00,NEXT_BAR_OPEN_REALISTIC,117749.0,117454.62725,117999.2168375,118175.8404875,118396.62005,117454.62725,SL,-1.0,0.07,-1.07,2,10494,False,False,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
10573,UNKNOWN,2025-09-19 15:00:00,2025-09-19,WEAK_BOS,Short,62.6747,62.6747,break_low,20.7117,-1.3757,4.2676,0.8469,15,4,3,4.4901,-1.1125,False,True,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-09-19 15:15:00,2025-09-19 15:30:00,NEXT_BAR_OPEN_REALISTIC,115475.9,115764.58975,115230.5137125,115057.2998625,114840.78255,115764.58975,SL,-1.0,0.07,-1.07,1,10575,False,False,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
10696,UNKNOWN,2025-09-20 21:45:00,2025-09-20,TREND_PULLBACK,Short,66.7949,66.7949,ema20_pullback;trend_stack,49.098,-0.153,-0.6746,0.7695,21,5,1,4.3369,1.4545,False,False,0.2511,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-09-20 22:00:00,2025-09-21 04:00:00,NEXT_BAR_OPEN_REALISTIC,115724.2,115724.2,115478.286075,115304.699775,115087.7169,115525.6,TIME_EXIT,0.7437,0.07,0.6737,24,10721,True,False,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
10799,UNKNOWN,2025-09-21 23:30:00,2025-09-21,FVG_TOUCH,Short,70.7393,70.7393,bearish_fvg_touch,45.1963,-0.5292,-0.2831,0.3721,23,6,1,2.1971,0.5272,False,False,0.1935,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-09-21 23:45:00,2025-09-22 00:45:00,NEXT_BAR_OPEN_REALISTIC,115215.8,115143.7900625,114970.9662125,114798.1423625,114582.11255,114582.11255,TP3,1.465,0.07,1.395,4,10804,True,True,True,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
10861,UNKNOWN,2025-09-22 15:00:00,2025-09-22,FVG_TOUCH,Short,65.6687,65.6687,bearish_fvg_touch,53.578,-1.1234,-0.0988,0.2698,15,0,1,1.8904,2.0133,False,False,0.5157,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-09-22 15:15:00,2025-09-22 15:45:00,NEXT_BAR_OPEN_REALISTIC,112827.3,112827.3,112563.76964286,112377.74821429,112145.22142857,112827.3,BE_AFTER_TP1,0.2975,0.07,0.2275,2,10864,True,False,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
10912,UNKNOWN,2025-09-23 03:45:00,2025-09-23,FVG_TOUCH,Long,67.2653,67.2653,bullish_fvg_touch,41.7171,-0.7617,-0.1332,0.4114,3,1,2,1.7918,3.0962,False,False,0.6334,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-09-23 04:00:00,2025-09-23 04:15:00,NEXT_BAR_OPEN_REALISTIC,112294.0,112006.90714286,112538.02892857,112710.28464286,112925.60428571,112006.90714286,SL,-1.0,0.07,-1.07,1,10914,False,False,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
11004,UNKNOWN,2025-09-24 02:45:00,2025-09-24,TREND_PULLBACK,Short,67.0194,67.0194,ema20_pullback;trend_stack,57.6965,-0.3007,3.4307,0.3092,2,2,2,1.8538,1.3997,False,False,0.4302,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-09-24 03:00:00,2025-09-24 04:00:00,NEXT_BAR_OPEN_REALISTIC,112070.1,112000.056125,111831.950825,111663.845525,111453.7139,111453.7139,TP3,1.465,0.07,1.395,4,11009,True,True,True,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
11133,UNKNOWN,2025-09-25 11:00:00,2025-09-25,FVG_TOUCH,Short,63.1798,63.1798,bearish_fvg_touch,43.2197,-1.7228,-0.0793,0.3676,11,3,3,3.2862,0.5276,False,False,0.1383,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-09-25 11:15:00,2025-09-25 12:00:00,NEXT_BAR_OPEN_REALISTIC,111503.9,111503.9,111266.954,111099.698,110890.628,111503.9,BE_AFTER_TP1,0.2975,0.07,0.2275,3,11137,True,False,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
11242,UNKNOWN,2025-09-26 14:15:00,2025-09-26,TREND_PULLBACK,Short,63.5805,63.5805,ema20_pullback;trend_stack,53.3482,-0.2971,0.4769,0.4257,14,4,0,1.846,1.2459,False,False,0.403,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-09-26 14:30:00,2025-09-26 14:45:00,NEXT_BAR_OPEN_REALISTIC,109040.0,109040.0,108716.62964286,108488.36821429,108203.04142857,109040.0,BE_AFTER_TP1,0.2975,0.07,0.2275,1,11244,True,False,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
11349,UNKNOWN,2025-09-27 17:00:00,2025-09-27,TREND_PULLBACK,Short,63.7234,63.7234,ema20_pullback;trend_stack,46.2889,-0.2877,-0.1056,0.5692,17,5,0,1.7777,1.3659,False,False,0.4345,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-09-27 17:15:00,2025-09-27 22:00:00,NEXT_BAR_OPEN_REALISTIC,109275.0,109548.1875,109042.790625,108878.878125,108673.9875,109548.1875,SL,-1.0,0.07,-1.07,19,11369,False,False,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
11465,UNKNOWN,2025-09-28 22:00:00,2025-09-28,WEAK_BOS,Long,66.0,66.0,break_high,78.3679,2.013,6.8995,0.8924,22,6,0,-2.6163,7.0367,True,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-09-28 22:15:00,2025-09-28 23:00:00,NEXT_BAR_OPEN_REALISTIC,111411.9,111481.532375,111648.650075,111815.767775,112024.6649,112024.6649,TP3,1.465,0.07,1.395,3,11469,True,True,True,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
11553,UNKNOWN,2025-09-29 20:00:00,2025-09-29,FVG_TOUCH,Long,66.223,66.223,bullish_fvg_touch,77.3623,2.7854,0.0807,0.3574,20,0,1,0.1669,3.8566,False,False,0.9585,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-09-29 20:15:00,2025-09-29 22:15:00,NEXT_BAR_OPEN_REALISTIC,114310.6,114024.82375,114553.5098125,114724.9755625,114939.30775,114024.82375,SL,-1.0,0.07,-1.07,8,11562,False,False,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
11607,UNKNOWN,2025-09-30 09:30:00,2025-09-30,FVG_TOUCH,Short,67.1384,67.1384,bearish_fvg_touch,18.0412,-0.8328,0.9146,0.6586,9,1,0,6.3229,-1.1252,False,True,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-09-30 09:45:00,2025-09-30 10:00:00,NEXT_BAR_OPEN_REALISTIC,112945.0,112945.0,112704.9916625,112535.5740125,112323.80195,112945.0,BE_AFTER_TP1,0.2975,0.07,0.2275,1,11609,True,False,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
11723,UNKNOWN,2025-10-01 14:30:00,2025-10-01,FVG_TOUCH,Long,67.8055,67.8055,bullish_fvg_touch,72.0403,2.7304,-0.0284,0.4766,14,2,2,0.4788,3.9952,False,False,0.893,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-10-01 14:45:00,2025-10-01 15:30:00,NEXT_BAR_OPEN_REALISTIC,117261.8,117261.8,117510.9815375,117686.8743875,117906.74045,117261.8,BE_AFTER_TP1,0.2975,0.07,0.2275,3,11727,True,False,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
11761,UNKNOWN,2025-10-02 00:00:00,2025-10-02,WEAK_BOS,Long,64.6446,64.6446,break_high,83.7615,1.9702,3.5926,0.6271,0,3,6,-1.5426,6.3748,True,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-10-02 00:15:00,2025-10-02 00:30:00,NEXT_BAR_OPEN_REALISTIC,119119.4,118803.25,119388.1275,119577.8175,119814.93,118803.25,SL,-1.0,0.07,-1.07,1,11763,False,False,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
11941,UNKNOWN,2025-10-03 21:00:00,2025-10-03,FVG_TOUCH,Long,65.1685,65.1685,bullish_fvg_touch,47.5728,1.4643,-0.4452,0.0073,21,4,0,3.308,2.1597,False,False,0.395,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-10-03 21:15:00,2025-10-03 21:45:00,NEXT_BAR_OPEN_REALISTIC,122402.8,121950.22857143,122787.48571429,123059.02857143,123398.45714286,121950.22857143,SL,-1.0,0.07,-1.07,2,11944,False,False,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
11970,UNKNOWN,2025-10-04 04:15:00,2025-10-04,FVG_TOUCH,Long,68.5125,68.5125,bullish_fvg_touch,61.5321,0.7836,-0.1447,0.3883,4,5,0,0.0593,3.8555,False,False,0.9849,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-10-04 04:30:00,2025-10-04 05:45:00,NEXT_BAR_OPEN_REALISTIC,122299.8,122376.237375,122559.687075,122743.136775,122972.4489,122376.237375,BE_AFTER_TP1,0.805,0.07,0.735,5,11976,True,True,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
12058,UNKNOWN,2025-10-05 02:15:00,2025-10-05,WEAK_BOS,Long,66.0,66.0,break_high,67.4154,0.8804,5.9833,0.9007,2,6,0,-2.961,5.2131,True,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-10-05 02:30:00,2025-10-05 02:30:00,NEXT_BAR_OPEN_REALISTIC,122821.8,122898.5635625,123082.7961125,123267.0286625,123497.31935,123497.31935,TP3,1.465,0.07,1.395,0,12059,True,True,True,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
12116,UNKNOWN,2025-10-05 16:45:00,2025-10-05,LIQUIDITY_SWEEP,Long,88.9453,88.9453,sweep_low;reclaim,49.0226,-0.6277,1.8853,0.2109,16,6,1,1.0262,2.1596,False,False,0.6779,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-10-05 17:00:00,2025-10-05 17:30:00,NEXT_BAR_OPEN_REALISTIC,123210.0,122901.97475,123471.8214625,123656.6366125,123887.65555,122901.97475,SL,-1.0,0.07,-1.07,2,12119,False,False,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
12230,UNKNOWN,2025-10-06 21:15:00,2025-10-06,ENHANCED_BUY,Long,71.3177,71.3177,demand_zone;stoch_cross_up;volume_spike;above_vwap,39.7662,0.9323,2.1309,0.477,21,0,2,4.001,-0.1251,False,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-10-06 21:30:00,2025-10-06 22:30:00,NEXT_BAR_OPEN_REALISTIC,124750.2,124750.2,125060.01285714,125278.70428571,125552.06857143,124750.2,BE_AFTER_TP1,0.2975,0.07,0.2275,4,12235,True,False,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
12297,UNKNOWN,2025-10-07 14:00:00,2025-10-07,FVG_TOUCH,Short,79.0,79.0,bearish_fvg_touch,28.1049,-0.2772,5.0856,0.8322,14,1,0,5.7737,-1.2653,False,True,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-10-07 14:15:00,2025-10-07 14:15:00,NEXT_BAR_OPEN_REALISTIC,122795.6,123194.39285714,122456.62607143,122217.35035714,121918.25571429,123194.39285714,SL,-1.0,0.07,-1.07,0,12298,False,False,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
